"year","zone","indicator","measure","value"
"2009","S01001860","Number Vaccinated Against MMR By 5 Years","Count",14
"2010","S01001860","Number Vaccinated Against MMR By 5 Years","Count",8
"2012","S01001860","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001860","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001860","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001860","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001860","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001860","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001861","Number In 5 Year Cohort","Count",3
"2009","S01001861","Number In 5 Year Cohort","Count",6
"2010","S01001861","Number In 5 Year Cohort","Count",3
"2011","S01001861","Number In 5 Year Cohort","Count",7
"2012","S01001861","Number In 5 Year Cohort","Count",12
"2013","S01001861","Number In 5 Year Cohort","Count",10
"2013","S01001861","Number Vaccinated Against MMR By 5 Years","Count",10
"2008","S01001861","Number Vaccinated Against MMR By 5 Years","Count",2
"2011","S01001861","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01001861","Number Vaccinated Against MMR By 5 Years","Count",12
"2009","S01001861","Number Vaccinated Against MMR By 5 Years","Count",5
"2010","S01001861","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01001861","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001861","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001861","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001861","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2008","S01001861","Percentage Vaccinated Against Mmr By 5 Years","Ratio","66.7"
"2009","S01001861","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2008","S01001862","Number In 5 Year Cohort","Count",11
"2009","S01001862","Number In 5 Year Cohort","Count",2
"2010","S01001862","Number In 5 Year Cohort","Count",5
"2011","S01001862","Number In 5 Year Cohort","Count",14
"2012","S01001862","Number In 5 Year Cohort","Count",11
"2013","S01001862","Number In 5 Year Cohort","Count",7
"2013","S01001862","Number Vaccinated Against MMR By 5 Years","Count",7
"2008","S01001862","Number Vaccinated Against MMR By 5 Years","Count",11
"2011","S01001862","Number Vaccinated Against MMR By 5 Years","Count",13
"2012","S01001862","Number Vaccinated Against MMR By 5 Years","Count",11
"2009","S01001862","Number Vaccinated Against MMR By 5 Years","Count",2
"2010","S01001862","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01001862","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001862","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001862","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001862","Percentage Vaccinated Against Mmr By 5 Years","Ratio","92.9"
"2008","S01001862","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001862","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001863","Number In 5 Year Cohort","Count",3
"2009","S01001863","Number In 5 Year Cohort","Count",4
"2010","S01001863","Number In 5 Year Cohort","Count",10
"2011","S01001863","Number In 5 Year Cohort","Count",4
"2012","S01001863","Number In 5 Year Cohort","Count",9
"2013","S01001863","Number In 5 Year Cohort","Count",12
"2013","S01001863","Number Vaccinated Against MMR By 5 Years","Count",12
"2008","S01001863","Number Vaccinated Against MMR By 5 Years","Count",3
"2011","S01001863","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01001863","Number Vaccinated Against MMR By 5 Years","Count",8
"2009","S01001863","Number Vaccinated Against MMR By 5 Years","Count",4
"2010","S01001863","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01001863","Percentage Vaccinated Against Mmr By 5 Years","Ratio","88.9"
"2010","S01001863","Percentage Vaccinated Against Mmr By 5 Years","Ratio",90
"2013","S01001863","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001863","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001863","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001863","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001864","Number In 5 Year Cohort","Count",26
"2009","S01001864","Number In 5 Year Cohort","Count",24
"2010","S01001864","Number In 5 Year Cohort","Count",19
"2011","S01001864","Number In 5 Year Cohort","Count",20
"2012","S01001864","Number In 5 Year Cohort","Count",23
"2013","S01001864","Number In 5 Year Cohort","Count",24
"2013","S01001864","Number Vaccinated Against MMR By 5 Years","Count",23
"2008","S01001864","Number Vaccinated Against MMR By 5 Years","Count",24
"2011","S01001864","Number Vaccinated Against MMR By 5 Years","Count",18
"2012","S01001864","Number Vaccinated Against MMR By 5 Years","Count",23
"2009","S01001864","Number Vaccinated Against MMR By 5 Years","Count",22
"2010","S01001864","Number Vaccinated Against MMR By 5 Years","Count",17
"2012","S01001864","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001864","Percentage Vaccinated Against Mmr By 5 Years","Ratio","89.5"
"2013","S01001864","Percentage Vaccinated Against Mmr By 5 Years","Ratio","95.8"
"2011","S01001864","Percentage Vaccinated Against Mmr By 5 Years","Ratio",90
"2008","S01001864","Percentage Vaccinated Against Mmr By 5 Years","Ratio","92.3"
"2009","S01001864","Percentage Vaccinated Against Mmr By 5 Years","Ratio","91.7"
"2008","S01001865","Number In 5 Year Cohort","Count",10
"2009","S01001865","Number In 5 Year Cohort","Count",9
"2010","S01001865","Number In 5 Year Cohort","Count",9
"2011","S01001865","Number In 5 Year Cohort","Count",16
"2012","S01001865","Number In 5 Year Cohort","Count",11
"2013","S01001865","Number In 5 Year Cohort","Count",18
"2013","S01001865","Number Vaccinated Against MMR By 5 Years","Count",17
"2008","S01001865","Number Vaccinated Against MMR By 5 Years","Count",9
"2011","S01001865","Number Vaccinated Against MMR By 5 Years","Count",13
"2012","S01001865","Number Vaccinated Against MMR By 5 Years","Count",11
"2009","S01001865","Number Vaccinated Against MMR By 5 Years","Count",8
"2010","S01001865","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01001865","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001865","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001865","Percentage Vaccinated Against Mmr By 5 Years","Ratio","94.4"
"2011","S01001865","Percentage Vaccinated Against Mmr By 5 Years","Ratio","81.3"
"2008","S01001865","Percentage Vaccinated Against Mmr By 5 Years","Ratio",90
"2009","S01001865","Percentage Vaccinated Against Mmr By 5 Years","Ratio","88.9"
"2008","S01001866","Number In 5 Year Cohort","Count",7
"2009","S01001866","Number In 5 Year Cohort","Count",7
"2010","S01001866","Number In 5 Year Cohort","Count",9
"2011","S01001866","Number In 5 Year Cohort","Count",5
"2012","S01001866","Number In 5 Year Cohort","Count",11
"2013","S01001866","Number In 5 Year Cohort","Count",7
"2013","S01001866","Number Vaccinated Against MMR By 5 Years","Count",7
"2008","S01001866","Number Vaccinated Against MMR By 5 Years","Count",7
"2011","S01001866","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01001866","Number Vaccinated Against MMR By 5 Years","Count",11
"2009","S01001866","Number Vaccinated Against MMR By 5 Years","Count",7
"2010","S01001866","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01001866","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001866","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001866","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001866","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001866","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001866","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001867","Number In 5 Year Cohort","Count",14
"2009","S01001867","Number In 5 Year Cohort","Count",10
"2010","S01001867","Number In 5 Year Cohort","Count",15
"2011","S01001867","Number In 5 Year Cohort","Count",15
"2012","S01001867","Number In 5 Year Cohort","Count",14
"2013","S01001867","Number In 5 Year Cohort","Count",19
"2013","S01001867","Number Vaccinated Against MMR By 5 Years","Count",19
"2008","S01001867","Number Vaccinated Against MMR By 5 Years","Count",13
"2011","S01001867","Number Vaccinated Against MMR By 5 Years","Count",14
"2012","S01001867","Number Vaccinated Against MMR By 5 Years","Count",12
"2009","S01001867","Number Vaccinated Against MMR By 5 Years","Count",10
"2010","S01001867","Number Vaccinated Against MMR By 5 Years","Count",12
"2012","S01001867","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2010","S01001867","Percentage Vaccinated Against Mmr By 5 Years","Ratio",80
"2013","S01001867","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001867","Percentage Vaccinated Against Mmr By 5 Years","Ratio","93.3"
"2008","S01001867","Percentage Vaccinated Against Mmr By 5 Years","Ratio","92.9"
"2009","S01001867","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001868","Number In 5 Year Cohort","Count",1
"2009","S01001868","Number In 5 Year Cohort","Count",3
"2010","S01001868","Number In 5 Year Cohort","Count",3
"2011","S01001868","Number In 5 Year Cohort","Count",2
"2012","S01001868","Number In 5 Year Cohort","Count",5
"2013","S01001868","Number In 5 Year Cohort","Count",7
"2013","S01001868","Number Vaccinated Against MMR By 5 Years","Count",7
"2008","S01001868","Number Vaccinated Against MMR By 5 Years","Count",1
"2011","S01001868","Number Vaccinated Against MMR By 5 Years","Count",2
"2012","S01001868","Number Vaccinated Against MMR By 5 Years","Count",5
"2009","S01001868","Number Vaccinated Against MMR By 5 Years","Count",3
"2010","S01001868","Number Vaccinated Against MMR By 5 Years","Count",3
"2012","S01001868","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001868","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001868","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001868","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001868","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001868","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001869","Number In 5 Year Cohort","Count",6
"2009","S01001869","Number In 5 Year Cohort","Count",4
"2010","S01001869","Number In 5 Year Cohort","Count",8
"2011","S01001869","Number In 5 Year Cohort","Count",8
"2012","S01001869","Number In 5 Year Cohort","Count",6
"2013","S01001869","Number In 5 Year Cohort","Count",7
"2013","S01001869","Number Vaccinated Against MMR By 5 Years","Count",7
"2008","S01001869","Number Vaccinated Against MMR By 5 Years","Count",6
"2011","S01001869","Number Vaccinated Against MMR By 5 Years","Count",8
"2012","S01001869","Number Vaccinated Against MMR By 5 Years","Count",5
"2009","S01001869","Number Vaccinated Against MMR By 5 Years","Count",4
"2010","S01001869","Number Vaccinated Against MMR By 5 Years","Count",7
"2012","S01001869","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2010","S01001869","Percentage Vaccinated Against Mmr By 5 Years","Ratio","87.5"
"2013","S01001869","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001869","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001869","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001869","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001870","Number In 5 Year Cohort","Count",10
"2009","S01001870","Number In 5 Year Cohort","Count",7
"2010","S01001870","Number In 5 Year Cohort","Count",12
"2011","S01001870","Number In 5 Year Cohort","Count",15
"2012","S01001870","Number In 5 Year Cohort","Count",15
"2013","S01001870","Number In 5 Year Cohort","Count",14
"2013","S01001870","Number Vaccinated Against MMR By 5 Years","Count",14
"2008","S01001870","Number Vaccinated Against MMR By 5 Years","Count",10
"2011","S01001870","Number Vaccinated Against MMR By 5 Years","Count",14
"2012","S01001870","Number Vaccinated Against MMR By 5 Years","Count",14
"2009","S01001870","Number Vaccinated Against MMR By 5 Years","Count",6
"2010","S01001870","Number Vaccinated Against MMR By 5 Years","Count",10
"2012","S01001870","Percentage Vaccinated Against Mmr By 5 Years","Ratio","93.3"
"2010","S01001870","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2013","S01001870","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001870","Percentage Vaccinated Against Mmr By 5 Years","Ratio","93.3"
"2008","S01001870","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001870","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2008","S01001871","Number In 5 Year Cohort","Count",16
"2009","S01001871","Number In 5 Year Cohort","Count",24
"2010","S01001871","Number In 5 Year Cohort","Count",21
"2011","S01001871","Number In 5 Year Cohort","Count",27
"2012","S01001871","Number In 5 Year Cohort","Count",13
"2013","S01001871","Number In 5 Year Cohort","Count",19
"2013","S01001871","Number Vaccinated Against MMR By 5 Years","Count",19
"2008","S01001871","Number Vaccinated Against MMR By 5 Years","Count",16
"2011","S01001871","Number Vaccinated Against MMR By 5 Years","Count",25
"2012","S01001871","Number Vaccinated Against MMR By 5 Years","Count",13
"2009","S01001871","Number Vaccinated Against MMR By 5 Years","Count",23
"2010","S01001871","Number Vaccinated Against MMR By 5 Years","Count",21
"2012","S01001871","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001871","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001871","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001871","Percentage Vaccinated Against Mmr By 5 Years","Ratio","92.6"
"2008","S01001871","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001871","Percentage Vaccinated Against Mmr By 5 Years","Ratio","95.8"
"2008","S01001872","Number In 5 Year Cohort","Count",9
"2009","S01001872","Number In 5 Year Cohort","Count",10
"2010","S01001872","Number In 5 Year Cohort","Count",16
"2011","S01001872","Number In 5 Year Cohort","Count",10
"2012","S01001872","Number In 5 Year Cohort","Count",12
"2013","S01001872","Number In 5 Year Cohort","Count",11
"2013","S01001872","Number Vaccinated Against MMR By 5 Years","Count",11
"2008","S01001872","Number Vaccinated Against MMR By 5 Years","Count",9
"2011","S01001872","Number Vaccinated Against MMR By 5 Years","Count",10
"2012","S01001872","Number Vaccinated Against MMR By 5 Years","Count",12
"2009","S01001872","Number Vaccinated Against MMR By 5 Years","Count",9
"2010","S01001872","Number Vaccinated Against MMR By 5 Years","Count",14
"2012","S01001872","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001872","Percentage Vaccinated Against Mmr By 5 Years","Ratio","87.5"
"2013","S01001872","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001872","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001872","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001872","Percentage Vaccinated Against Mmr By 5 Years","Ratio",90
"2008","S01001873","Number In 5 Year Cohort","Count",12
"2009","S01001873","Number In 5 Year Cohort","Count",10
"2010","S01001873","Number In 5 Year Cohort","Count",9
"2011","S01001873","Number In 5 Year Cohort","Count",6
"2012","S01001873","Number In 5 Year Cohort","Count",12
"2013","S01001873","Number In 5 Year Cohort","Count",13
"2013","S01001873","Number Vaccinated Against MMR By 5 Years","Count",13
"2008","S01001873","Number Vaccinated Against MMR By 5 Years","Count",11
"2011","S01001873","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01001873","Number Vaccinated Against MMR By 5 Years","Count",12
"2009","S01001873","Number Vaccinated Against MMR By 5 Years","Count",10
"2010","S01001873","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01001873","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001873","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001873","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001873","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001873","Percentage Vaccinated Against Mmr By 5 Years","Ratio","91.7"
"2009","S01001873","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001874","Number In 5 Year Cohort","Count",17
"2009","S01001874","Number In 5 Year Cohort","Count",10
"2010","S01001874","Number In 5 Year Cohort","Count",12
"2011","S01001874","Number In 5 Year Cohort","Count",26
"2012","S01001874","Number In 5 Year Cohort","Count",23
"2013","S01001874","Number In 5 Year Cohort","Count",31
"2013","S01001874","Number Vaccinated Against MMR By 5 Years","Count",31
"2008","S01001874","Number Vaccinated Against MMR By 5 Years","Count",14
"2011","S01001874","Number Vaccinated Against MMR By 5 Years","Count",22
"2012","S01001874","Number Vaccinated Against MMR By 5 Years","Count",22
"2009","S01001874","Number Vaccinated Against MMR By 5 Years","Count",10
"2010","S01001874","Number Vaccinated Against MMR By 5 Years","Count",10
"2012","S01001874","Percentage Vaccinated Against Mmr By 5 Years","Ratio","95.7"
"2010","S01001874","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2013","S01001874","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001874","Percentage Vaccinated Against Mmr By 5 Years","Ratio","84.6"
"2008","S01001874","Percentage Vaccinated Against Mmr By 5 Years","Ratio","82.4"
"2009","S01001874","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001875","Number In 5 Year Cohort","Count",10
"2009","S01001875","Number In 5 Year Cohort","Count",12
"2010","S01001875","Number In 5 Year Cohort","Count",11
"2011","S01001875","Number In 5 Year Cohort","Count",9
"2012","S01001875","Number In 5 Year Cohort","Count",11
"2013","S01001875","Number In 5 Year Cohort","Count",9
"2013","S01001875","Number Vaccinated Against MMR By 5 Years","Count",9
"2008","S01001875","Number Vaccinated Against MMR By 5 Years","Count",10
"2011","S01001875","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01001875","Number Vaccinated Against MMR By 5 Years","Count",11
"2009","S01001875","Number Vaccinated Against MMR By 5 Years","Count",12
"2010","S01001875","Number Vaccinated Against MMR By 5 Years","Count",11
"2012","S01001875","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001875","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001875","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001875","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001875","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001875","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001876","Number In 5 Year Cohort","Count",7
"2009","S01001876","Number In 5 Year Cohort","Count",8
"2010","S01001876","Number In 5 Year Cohort","Count",12
"2011","S01001876","Number In 5 Year Cohort","Count",14
"2012","S01001876","Number In 5 Year Cohort","Count",10
"2013","S01001876","Number In 5 Year Cohort","Count",12
"2013","S01001876","Number Vaccinated Against MMR By 5 Years","Count",11
"2008","S01001876","Number Vaccinated Against MMR By 5 Years","Count",6
"2011","S01001876","Number Vaccinated Against MMR By 5 Years","Count",14
"2012","S01001876","Number Vaccinated Against MMR By 5 Years","Count",10
"2009","S01001876","Number Vaccinated Against MMR By 5 Years","Count",7
"2010","S01001876","Number Vaccinated Against MMR By 5 Years","Count",12
"2012","S01001876","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001876","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001876","Percentage Vaccinated Against Mmr By 5 Years","Ratio","91.7"
"2011","S01001876","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001876","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2009","S01001876","Percentage Vaccinated Against Mmr By 5 Years","Ratio","87.5"
"2008","S01001877","Number In 5 Year Cohort","Count",13
"2009","S01001877","Number In 5 Year Cohort","Count",11
"2010","S01001877","Number In 5 Year Cohort","Count",2
"2011","S01001877","Number In 5 Year Cohort","Count",16
"2012","S01001877","Number In 5 Year Cohort","Count",17
"2013","S01001877","Number In 5 Year Cohort","Count",11
"2013","S01001877","Number Vaccinated Against MMR By 5 Years","Count",11
"2008","S01001877","Number Vaccinated Against MMR By 5 Years","Count",13
"2011","S01001877","Number Vaccinated Against MMR By 5 Years","Count",16
"2012","S01001877","Number Vaccinated Against MMR By 5 Years","Count",16
"2009","S01001877","Number Vaccinated Against MMR By 5 Years","Count",10
"2010","S01001877","Number Vaccinated Against MMR By 5 Years","Count",2
"2012","S01001877","Percentage Vaccinated Against Mmr By 5 Years","Ratio","94.1"
"2010","S01001877","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001877","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001877","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001877","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001877","Percentage Vaccinated Against Mmr By 5 Years","Ratio","90.9"
"2008","S01001878","Number In 5 Year Cohort","Count",16
"2009","S01001878","Number In 5 Year Cohort","Count",16
"2010","S01001878","Number In 5 Year Cohort","Count",4
"2011","S01001878","Number In 5 Year Cohort","Count",14
"2012","S01001878","Number In 5 Year Cohort","Count",6
"2013","S01001878","Number In 5 Year Cohort","Count",8
"2013","S01001878","Number Vaccinated Against MMR By 5 Years","Count",8
"2008","S01001878","Number Vaccinated Against MMR By 5 Years","Count",14
"2011","S01001878","Number Vaccinated Against MMR By 5 Years","Count",14
"2012","S01001878","Number Vaccinated Against MMR By 5 Years","Count",6
"2009","S01001878","Number Vaccinated Against MMR By 5 Years","Count",15
"2010","S01001878","Number Vaccinated Against MMR By 5 Years","Count",4
"2012","S01001878","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001878","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001878","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001878","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001878","Percentage Vaccinated Against Mmr By 5 Years","Ratio","87.5"
"2009","S01001878","Percentage Vaccinated Against Mmr By 5 Years","Ratio","93.8"
"2008","S01001879","Number In 5 Year Cohort","Count",1
"2009","S01001879","Number In 5 Year Cohort","Count",12
"2010","S01001879","Number In 5 Year Cohort","Count",5
"2011","S01001879","Number In 5 Year Cohort","Count",12
"2012","S01001879","Number In 5 Year Cohort","Count",5
"2013","S01001879","Number In 5 Year Cohort","Count",2
"2013","S01001879","Number Vaccinated Against MMR By 5 Years","Count",2
"2008","S01001879","Number Vaccinated Against MMR By 5 Years","Count",1
"2011","S01001879","Number Vaccinated Against MMR By 5 Years","Count",12
"2012","S01001879","Number Vaccinated Against MMR By 5 Years","Count",5
"2009","S01001879","Number Vaccinated Against MMR By 5 Years","Count",12
"2010","S01001879","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01001879","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001879","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001879","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001879","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001879","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001879","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001880","Number In 5 Year Cohort","Count",9
"2009","S01001880","Number In 5 Year Cohort","Count",7
"2010","S01001880","Number In 5 Year Cohort","Count",11
"2011","S01001880","Number In 5 Year Cohort","Count",7
"2012","S01001880","Number In 5 Year Cohort","Count",11
"2013","S01001880","Number In 5 Year Cohort","Count",11
"2013","S01001880","Number Vaccinated Against MMR By 5 Years","Count",10
"2008","S01001880","Number Vaccinated Against MMR By 5 Years","Count",9
"2011","S01001880","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01001880","Number Vaccinated Against MMR By 5 Years","Count",11
"2009","S01001880","Number Vaccinated Against MMR By 5 Years","Count",6
"2010","S01001880","Number Vaccinated Against MMR By 5 Years","Count",9
"2012","S01001880","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001880","Percentage Vaccinated Against Mmr By 5 Years","Ratio","81.8"
"2013","S01001880","Percentage Vaccinated Against Mmr By 5 Years","Ratio","90.9"
"2011","S01001880","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2008","S01001880","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001880","Percentage Vaccinated Against Mmr By 5 Years","Ratio","85.7"
"2008","S01001881","Number In 5 Year Cohort","Count",7
"2009","S01001881","Number In 5 Year Cohort","Count",6
"2010","S01001881","Number In 5 Year Cohort","Count",6
"2011","S01001881","Number In 5 Year Cohort","Count",5
"2012","S01001881","Number In 5 Year Cohort","Count",13
"2013","S01001881","Number In 5 Year Cohort","Count",8
"2013","S01001881","Number Vaccinated Against MMR By 5 Years","Count",8
"2008","S01001881","Number Vaccinated Against MMR By 5 Years","Count",7
"2011","S01001881","Number Vaccinated Against MMR By 5 Years","Count",5
"2012","S01001881","Number Vaccinated Against MMR By 5 Years","Count",13
"2009","S01001881","Number Vaccinated Against MMR By 5 Years","Count",5
"2010","S01001881","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01001881","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2010","S01001881","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001881","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001881","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001881","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2009","S01001881","Percentage Vaccinated Against Mmr By 5 Years","Ratio","83.3"
"2008","S01001882","Number In 5 Year Cohort","Count",11
"2009","S01001882","Number In 5 Year Cohort","Count",11
"2010","S01001882","Number In 5 Year Cohort","Count",2
"2011","S01001882","Number In 5 Year Cohort","Count",13
"2012","S01001882","Number In 5 Year Cohort","Count",11
"2013","S01001882","Number In 5 Year Cohort","Count",10
"2013","S01001882","Number Vaccinated Against MMR By 5 Years","Count",10
"2008","S01001882","Number Vaccinated Against MMR By 5 Years","Count",10
"2011","S01001882","Number Vaccinated Against MMR By 5 Years","Count",10
"2012","S01001882","Number Vaccinated Against MMR By 5 Years","Count",10
"2009","S01001882","Number Vaccinated Against MMR By 5 Years","Count",11
"2010","S01001882","Number Vaccinated Against MMR By 5 Years","Count",2
"2012","S01001882","Percentage Vaccinated Against Mmr By 5 Years","Ratio","90.9"
"2010","S01001882","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2013","S01001882","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2011","S01001882","Percentage Vaccinated Against Mmr By 5 Years","Ratio","76.9"
"2008","S01001882","Percentage Vaccinated Against Mmr By 5 Years","Ratio","90.9"
"2009","S01001882","Percentage Vaccinated Against Mmr By 5 Years","Ratio",100
"2008","S01001883","Number In 5 Year Cohort","Count",5
"2009","S01001883","Number In 5 Year Cohort","Count",9
"2010","S01001883","Number In 5 Year Cohort","Count",3
"2011","S01001883","Number In 5 Year Cohort","Count",6
"2012","S01001883","Number In 5 Year Cohort","Count",7
"2013","S01001883","Number In 5 Year Cohort","Count",3
"2013","S01001883","Number Vaccinated Against MMR By 5 Years","Count",3
"2008","S01001883","Number Vaccinated Against MMR By 5 Years","Count",4
"2011","S01001883","Number Vaccinated Against MMR By 5 Years","Count",6
"2012","S01001883","Number Vaccinated Against MMR By 5 Years","Count",7
"2009","S01001883","Number Vaccinated Against MMR By 5 Years","Count",8
